No,text,created,Kelas,kelasF
170,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:36:10,netral,0
171,grabfood muna.ð,4/7/2021 17:31:58,netral,0
172,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:31:57,netral,0
173,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:28:45,netral,0
174,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:23:59,netral,0
175,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:22:29,netral,0
176,@jiminikkyu Ayo grabfood kak ..ohhh shopeefood aja diskon 50% xixixixi,4/7/2021 17:18:56,positif,1
177,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:06:14,netral,0
178,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:02:53,netral,0
179,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 17:01:21,netral,0
180,"kenapa dah --"" dipake aja cuma buat liat promo grabfood, boro2 ngelanggar https://t.co/m272w7pKli",4/7/2021 16:56:36,positif,1
181,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/7/2021 16:55:06,netral,0
182,Tapi pas giliran keluar rumah atau buka grabfood suka kebingungan sendiri:),4/7/2021 16:51:06,positif,1
183,@niahhh Grabfood better,4/8/2021 23:58:59,positif,1
184,"RT @dgwenzyy: anyway order from grabfood signatures, up to 30% off on best sellers plus 100 off when you use the code SIGNATURES mabuhay ph…",4/8/2021 23:57:37,positif,1
185,"Ternampak satu menu kat grabfood

Jasuke.",4/8/2021 23:56:53,positif,1
186,RT @hanifjamals: Ada sesiapa yang ada details budak grabfood accident kat area kl area hartamas nak ke lrt masjid jamel sebab ada kereta pr…,4/8/2021 23:53:26,netral,0
187,"RT @DiahRudiyanti: Bismillah sobat twitland ijin melintas Mulyarasa bebek grabfood gofood DM https://t.co/u9B6M6dQEP
#PewiraUsahaPemula
@Aj…",4/8/2021 23:51:17,positif,1
188,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/8/2021 23:41:26,netral,0
189,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/8/2021 23:28:36,netral,0
190,@aldv666 @FOODFESS2 Sekitar 40-50k per box isi 20. Tergantung beli di tokonya atau beli di ojol (kencana ada di gofood&amp;grabfood),4/8/2021 23:26:24,positif,1
191,"Yang mau sarapan  pagi, Gudeg bu cip jakal sudah buka, ada Bubur, ada nasi gas dilarisi. 
.
#sarapan #sarapanpagi… https://t.co/C89G9QuyFr",4/8/2021 23:24:03,positif,1
192,"@faizaufi Permisi, kak.. Aku numpang jualan ya untuk biaya kuliah ku. Aku jual nasi kotak versi modern. Ada Ebi Fur… https://t.co/5eC6ueBwnx",4/8/2021 23:15:47,netral,0
193,RT @rissyaidrs: grabfood and foodpanda tak boleh masuk sampai dalam kampus katanya sebab close contact dgn rider. tapi ambil the food dekat…,4/8/2021 23:09:12,positif,1
194,"Beat the heat with our Buy 1, Get 1 Promo!

Promo is limited only for Double Chocolate Mint, Mocha Javakula and Jav… https://t.co/7AI4MuIKpS",4/8/2021 23:05:22,positif,1
195,"@sosmedkeras Permisi, kak.. Aku numpang jualan ya untuk biaya kuliah ku. Aku jual nasi kotak versi modern. Ada Ebi… https://t.co/O8D13g5UpX",4/8/2021 23:03:27,netral,0
196,"@jowoshitpost Permisi, kak.. Aku numpang jualan ya untuk biaya kuliah ku. Aku jual nasi kotak versi modern. Ada Ebi… https://t.co/yp1V8z8jG7",4/8/2021 22:59:42,netral,0
197,"RT @DiahRudiyanti: Bismillah sobat twitland ijin melintas Mulyarasa bebek grabfood gofood DM https://t.co/u9B6M6dQEP
#PewiraUsahaPemula
@Aj…",4/8/2021 22:53:47,positif,1
198,"sekarang kita juga buka di Grabfood! Pesan sekarang yukð¥³ #pisangnugget #zonauang

ð(https://t.co/pLaCtzhv5b) https://t.co/Cf7M",4/8/2021 22:13:57,positif,1
199,RT @hanifjamals: Ada sesiapa yang ada details budak grabfood accident kat area kl area hartamas nak ke lrt masjid jamel sebab ada kereta pr…,4/8/2021 22:11:33,netral,0
200,"SKL kase hnnnnnggg...they're on GrabFood too!

Reydi nako kumain ulet! https://t.co/XslErEUOKa",4/8/2021 21:59:38,positif,1
201,"ayu guys manga di coba mudah2 cocok pesan lewat Eh, liat ini deh. ayam geprek seuhah dan endutz thai tea di GoFood.… https://t.co/5n71OdB7s2",4/8/2021 21:54:39,positif,1
202,@anakgemoi pesen grabfood,4/8/2021 21:20:16,positif,1
203,@chimmmrex Grabfood sentiasa di hati.,4/8/2021 21:13:27,positif,1
204,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/8/2021 21:08:57,netral,0
205,"RT @lustfullylxna: Nah karena aku butuh tambahan penghasilan, kalo butuh social media manager, planner atau copywriter (bisa sekadar bikin…",4/8/2021 20:48:03,netral,0
206,"@ftnatiqah Thank you for using GrabFood ð ð 

#staysafe ð https://t.co/1",4/8/2021 20:44:17,positif,1
207,RT @hanifjamals: Ada sesiapa yang ada details budak grabfood accident kat area kl area hartamas nak ke lrt masjid jamel sebab ada kereta pr…,4/8/2021 20:35:18,netral,0
208,"@alyaisam Ramadhan nanti silakan order juadah berbuka puasa dengan GrabFood ✌ð

#staysafe ð https://t.co/B1Z7",4/8/2021 20:30:37,positif,1
209,"@edenhan_ Thanks for using GrabFood ð✌

#staysafe ð https://t.co/7piR",4/8/2021 20:15:53,positif,1
210,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 23:56:24,positif,1
211,"@chocoliqo Biar ribut taufan melanda, 
rider GrabFood selalu sedia. ð
2 aje yang penting: Doakan perjalanan mereka… https://t.co/DLwQHoF",4/9/2021 23:51:48,positif,1
212,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 23:37:38,positif,1
213,"RT @tuubook: @tvindonesiawkwk Padahal semangat isi ovo cuma buat belanja tokped sama grabfood, kalo dibandingin ewallet dana sama gopay leb…",4/9/2021 23:24:31,positif,1
214,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 23:23:01,positif,1
215,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 23:13:38,positif,1
216,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/9/2021 23:10:36,netral,0
217,Nasi Goreng Kampung Mas Joko bisa di pesan di aplikasi GojekGofood &amp; Grabfood https://t.co/36tW4QwfmU,4/9/2021 23:01:33,positif,1
218,"RT @BerburuSale: WINGSTOP | BUY 8 GET 8!

ð️ 9 - 11 April 2021 
Order via GrabFood &amp; GoFood. https://t.co/cFZrJ1W",4/9/2021 22:36:44,positif,1
219,Kedai Ayam Juntay Dasana indah available on gofood and grabfood dgn diskon khusus hingga bonus menu spesial Juntay… https://t.co/iC1SmBcBpd,4/9/2021 22:35:43,positif,1
220,"RT @PapaAis_: Good morning People
Grab your breakfast now!  @DapurGita_CS is open from 7:00 AM. Order Available at: 
Grabfood https://t.co/…",4/9/2021 21:55:19,positif,1
221,"RT @PapaAis_: Good morning People
Grab your breakfast now!  @DapurGita_CS is open from 7:00 AM. Order Available at: 
Grabfood https://t.co/…",4/9/2021 21:55:03,positif,1
222,ð Ending the day with only 3 orders for the night. Worst driver app performance ever. Even after informing the hotl… https://t.co/IBPo4ON,4/9/2021 21:39:58,negatif,-1
223,Singapore GrabFood rider jumps on customer's trampoline in viral video aww how cute! It’s the simple things!!!  https://t.co/W9KvRGYhJs,4/9/2021 21:06:47,positif,1
224,ako lang ba yung gusto itry yung Korean kineme ng mcdo kaso di naman makalabas kase underage tas wala namang foodpa… https://t.co/zwZYKtXB3I,4/9/2021 20:00:18,netral,0
225,"DRs cleared [again]
Grabfood Delivery theme glamour https://t.co/fEIFseDYfr",4/9/2021 19:59:26,positif,1
226,"RT @Jollibee: Looking for the perfect snack today?
 
Order Tuna Pie now through the Jollibee App, https://t.co/jqUf50MZ59, #87000, GrabFood…",4/9/2021 19:45:38,positif,1
227,grabfood bin foodpanda https://t.co/M0Rhl5Wdo5,4/9/2021 19:36:50,netral,0
228,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 19:26:14,positif,1
229,"RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…",4/9/2021 19:24:53,positif,1
230,@brietyakarinaa Iya ðð lagi liat liat grabfood eh nemu nasi goreng k,4/9/2021 19:22:07,positif,1
231,"RT @herlanrama: Bismillah ketoprak telor crystal
Ayooo buruan pesan digofood dan grabfood.
Made in urang awak
Tolong bantu rt kanda ðð",4/9/2021 18:56:41,positif,1
232,"Bismillah ketoprak telor crystal
Ayooo buruan pesan digofood dan grabfood.
Made in urang awak
Tolong bantu rt kanda… https://t.co/zcgFTVnJbX",4/9/2021 18:56:15,positif,1
233,pesen grabfood jam sgini serem engk,4/9/2021 18:51:15,positif,1
234,mas grabfood cepet dateng dungssss ð,4/9/2021 18:46:46,positif,1
235,"RT @BerburuSale: WINGSTOP | BUY 8 GET 8!

ð️ 9 - 11 April 2021 
Order via GrabFood &amp; GoFood. https://t.co/cFZrJ1W",4/9/2021 18:36:56,positif,1
236,bigla akong nagcrave ng pizza after maglaro HAHAHAHA. thank you grabfood! ð,4/9/2021 18:34:14,positif,1
237,"RT @BerburuSale: CO.CHOC | BUY 1, GET 1 FREE Signature Dark Chocolate ð¥³

9 - 11 April 2021.
ð Seluruh outlet Co.choc Berlaku pembelia",4/9/2021 18:20:12,positif,1
238,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/9/2021 18:14:27,netral,0
239,@iqbalroman @pamelahapsari_ @mhmddnrali @tvindonesiawkwk dipake jajan di grabfood bisa,4/9/2021 17:58:33,positif,1
240,"RT @tuubook: @tvindonesiawkwk Padahal semangat isi ovo cuma buat belanja tokped sama grabfood, kalo dibandingin ewallet dana sama gopay leb…",4/9/2021 17:46:06,positif,1
241,@sugarplumelegyy Makanya ngausa sedi. Mending makan. Dont be sad go get a grabfood WKWK,4/9/2021 17:25:29,positif,1
242,"@priwtyy ada di grabfood ntahlah, w laper sampe tremor wkwk",4/9/2021 17:24:48,positif,1
243,Gotcha my 1st Transaction via Grabfood thankyou for satisfying my Cravings! Thankyou so much! ❤️ #GrabFood #LolaNena https://t.co/Z8t5Sgi1NK,4/9/2021 17:12:51,positif,1
244,@unyugurlz Di milano grabfood seingetkuu 18k aku beli blm ongkir sistt,4/9/2021 17:10:37,positif,1
245,"Hari besok seperti udah bisa diramal gitu. Bangun kesiangan, cuci muka/mandi, skincare an, sambil bikin minuman ang… https://t.co/VrUfQYzlvK",4/9/2021 17:06:20,netral,0
246,magkakaron ba ako ng motivation kapag umorder ako sa grabfood ng jollibee :),4/9/2021 17:03:50,positif,1
247,"Aku kalo sedih : 
- nangis
- rebahan
- pesen grabfood
- makan
- ketawa-ketawa lagi
- repeat 

ð",4/9/2021 17:02:48,positif,1
248,Masih banyak yg ngemis minta makan/gofood/grabfood ehe ehe ehe https://t.co/ChIMWhluLz,4/9/2021 16:56:44,positif,1
249,"ð It is gd to be a specialist in the area. Not only that you know the highs and lows, you also know the hotspots th… https://t.co/sANu8Py",4/9/2021 16:54:07,netral,0
250,every time i’m hungry i just scroll through my grabfood app and pray someone buys for me something,4/9/2021 16:53:26,positif,1
251,Orang2 pada punya ovo point sam jutaan. Gue ada 20rb langsung pengin grabfood,4/9/2021 16:53:14,positif,1
252,"Drama hari ini, jadi lg grabfood makanan di tempat yg biasa d beli kalo tengah malem karena cm dia yg enak dan buka… https://t.co/Uj1srEMa40",4/9/2021 16:51:20,positif,1
253,RT @BuzzRiderOff: ð¤ Don't tell me abt low demand. Two riders so far come in to my location. Both on stacked orders. Low demand? ð¤ #Gra,4/9/2021 16:44:01,positif,1
254,ð¤ Don't tell me abt low demand. Two riders so far come in to my location. Both on stacked orders. Low demand? ð¤… https://t.co/TxaL,4/9/2021 16:43:57,positif,1
255,dapat kapag madaming order sa mga foodpanda and grabfood dat walang cod putangina niyo mga wala kayong awa sa mga naghahanap buhay,4/9/2021 16:43:19,negatif,-1
256,"@ko2w @mouldie_sep Untuk resto lama 20%, untuk resto baru 12% + 5000. Kalo grabfood resto biasa masih 20%, kecuali… https://t.co/21sheKdO1J",4/10/2021 23:52:12,positif,1
257,"VEGGIE ""CHICKEN"" FRIED RICE
#vegan #vegetarian

Little India offers pure authentic sattvik Indian vegan and vegetar… https://t.co/rQB0VpCVXe",4/10/2021 23:47:45,netral,0
258,klo ini kayanya harus tetep nge grabfood sepagi ini....,4/10/2021 23:45:23,positif,1
259,"Setiap kali order GrabFood or FoodPanda, aku selalu pesan benda gini kepada riders. Lambat pun takpe… ðð https://t.co/afKc",4/10/2021 23:39:43,positif,1
260,"RT @DiahRudiyanti: Menyongsong Ramadhan,siapin makanan praktis Mulyarasa bebek grabfood gofood  https://t.co/u9B6M6dQEP
#PewirausahaPemula…",4/10/2021 23:32:31,positif,1
261,"Ternyata bukan aku aja yg kyk gini yahhð¥² gabisa nyium bau masakan sama sekali otomatis saban hari grabfood terossss, murah rezeki paksuam",4/10/2021 23:26:27,positif,1
262,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/10/2021 23:18:55,netral,0
263,Udah jarang bgt beli makanan pakai gofood/grabfood. Total bayarnya jd ga kira2. Mending samperin langsung resto nya… https://t.co/x6unPae4bB,4/10/2021 23:17:38,negatif,-1
264,@noircaffeine Busyet grabfood jam 2 pagi,4/10/2021 22:49:28,positif,1
265,"Apa iya, GoFood / GrabFood  lebih banyakin beban ke Pembeli + Penjual? Emangnya company ijo-ijon ini gak punya pega… https://t.co/VzG5G8yHzP",4/10/2021 22:47:32,negatif,-1
266,@Dodit_Mulyanto Ha rabi? Pesen grabfood ongkir e 9000 sek mikirr,4/10/2021 22:45:29,negatif,-1
267,@gofoodindonesia sekarang lebih enakan di grabfood,4/10/2021 22:43:00,positif,1
268,RT @dyaax: Grabfood &gt; gofood,4/10/2021 22:28:02,netral,0
269,Promo di grabfood lebih banyak dripda promo di gofood. https://t.co/dnP5JiQB26,4/10/2021 22:18:16,positif,1
270,"RT @pnlmxrx: @riagarindra @ariefghozaly @ShopeeID @txtdarionlshop @txtfrombrand setuju si, mereka ekspansif tapi ya mainnya nggak sehat, ke…",4/10/2021 22:09:54,negatif,-1
271,"RT @Ky0rep: @batrisyaanisah @LilyZali I know there’s plenty stupid people in the pools of social media, but u’re beyond that. Skrg ni fresh…",4/10/2021 22:09:19,netral,0
272,@TVPatrol @fxckindee_ @chiarazambrano Dapat yung tapang na sa paninita ng mga kukuha ng grabfood   yyng tapang ng g… https://t.co/483R5iYSr9,4/10/2021 20:26:04,negatif,-1
273,"Sarap ng Caution Hot sa grabfood. Szechuan noodles at 2nd degree ❤️
Sabi ni @MarcoMasangcay order lang ako para sas… https://t.co/a6yCs51se8",4/10/2021 20:16:16,positif,1
274,gua laper pen masak gas abis bangkeeee grab in gua grabfood napeð,4/10/2021 20:01:04,positif,1
275,"@GrabID .untuk persiapan kru #Bisalah ship selama ramadhan ya banyakin promo di grabfood lah min, itu bantu bgt sih… https://t.co/r96tfzRLvL",4/10/2021 19:59:10,positif,1
276,RT @dyaax: Grabfood &gt; gofood,4/10/2021 19:58:01,netral,0
277,@taannisha TAN EMG ADA TUKU DI GRABFOOD?,4/10/2021 19:51:28,positif,1
278,RT @Mjjjimfineit29: I swear if i've ever made money on $dent i will order grabfood then donate it on people ðð,4/10/2021 19:47:09,positif,1
279,@nagetmmekdi Gofood atau grabfood,4/10/2021 19:39:36,netral,0
280,RT @kookkikkie: กด grabfood มา อยากกินอาหารเกาหลี มาถึงตกใจ ป๊าดด ใหญ่เบิ้มมาก!! กินได้อีกมื้ออ่ะ หมดนี่สามร้อยกว่าบาท คิมบับอันเท่าแขน กิม…,4/10/2021 19:38:02,positif,1
281,I swear if i've ever made money on $dent i will order grabfood then donate it on people ðð,4/10/2021 19:37:45,positif,1
282,"@ko2w Di gofood udah makanannya mahal, ongkirnya apalagi, belom kadang ada tax nyað mending grabf",4/10/2021 19:23:26,positif,1
283,"RT @DiahRudiyanti: Menyongsong Ramadhan,siapin makanan praktis Mulyarasa bebek grabfood gofood  https://t.co/u9B6M6dQEP
#PewirausahaPemula…",4/10/2021 19:16:40,positif,1
284,I spent a good one hour on grabfood only to decide that I’m not going to eat.,4/10/2021 19:12:43,positif,1
285,@panurrr meron sa pque baka abot sa inyo HAHAHAHA pag wala sa foodpanda pweds naman grabfood ganun din naman,4/10/2021 18:56:05,positif,1
286,Grabfood @GrabID jauh lebih bagus dan banyak promo dari Gofood @gofoodindonesia @gojekindonesia https://t.co/8VUJXNvCf8,4/10/2021 18:55:11,positif,1
287,"RT @Dartlurhahs: @My_CrimeWatch Aku bukan nak kata apa la kedai melayu, tomyam dia punya servis mmng out. Kalau dah tahu tak ckup tangan na…",4/10/2021 18:54:31,netral,0
288,"@FOODFESS2 kalo itu enak dan kamu suka, mau berapapun harganya ya pasti keliatan murah. udahsi itu aja ya sebagai p… https://t.co/Dd7zbWRPnP",4/10/2021 18:53:37,netral,0
289,@GrabID Pisinin Ali Endrawan mini sihir piki GrabFood dgn fitir Scheduled Order biir gik ginggi. #Bisalah,4/10/2021 18:50:10,positif,1
290,"Masyarakat Malaysia skrg, mcm tak ada adab. Kesian kt Org Foodpanda/Grabfood, lambat hntar kene tendang, lempang. M… https://t.co/b9hDO6iuNx",4/10/2021 18:34:14,negatif,-1
291,bisa beli kue sendiri trus jadi berasa surprise karena belinya lewat grabfood hahahah tp kurang huuuu kecil. mo beli lagi..,4/10/2021 18:15:30,positif,1
292,"@cheeseeboomb Sudahh,buka aplikasi grabfood langsung pesen mcd ð",4/10/2021 18:08:11,positif,1
293,RT @zwolftenaugust: gofood mahal banget mending grabfood.,4/10/2021 17:56:29,positif,1
294,"kalok nanti uang di dunia ini udah ngga terbentuk kertas, nanti tuyul &amp; babi ngepet nyuri uangnya gimana ya?
emang… https://t.co/dHP79i4m10",4/10/2021 17:53:17,netral,0
295,"@dyanchok_ @ko2w Engga jalan, akhirnya aku pake grabfood yg cuma 3k lah :)",4/10/2021 17:49:59,positif,1
